Number of call,Time
892,39
893,35
894,35
895,36
896,37
897,37
898,38
899,35
900,35
901,38
902,36
903,35
904,37
905,36
906,35
907,36
908,35
909,38
910,35
911,37
912,35
913,35
914,38
915,37
916,35
917,38
918,35
919,34
920,39
921,36
922,37
923,36
924,37
925,36
926,36
927,35
928,36
929,36
930,35
931,34
932,36
933,36
934,34
935,35
936,35
937,36
938,37
939,37
940,35
941,36
942,36
943,36
944,37
945,37
946,37
947,37
948,36
949,36
950,39
951,38
952,35
953,35
954,35
955,36
956,38
957,37
958,35
959,39
960,36
961,41
962,37
963,36
964,35
965,36
966,38
967,38
968,40
969,34
970,36
971,36
972,37
973,36
974,38
975,36
976,35
977,35
978,36
979,36
980,38
981,37
982,37
983,36
984,37
985,36
986,35
987,37
988,37
989,35
990,35
991,38
992,35
993,36
994,39
995,38
996,35
997,39
998,36
999,38
1000,38
