Number of call,Time
408,12
409,12
410,13
411,14
412,13
413,22
414,21
415,13
416,13
417,14
418,12
419,21
420,14
421,14
422,12
423,12
424,12
425,12
426,12
427,12
428,12
429,20
430,11
431,22
432,11
433,13
434,11
435,12
436,22
437,10
438,14
439,13
440,12
441,11
442,13
443,13
444,22
445,12
446,13
447,22
448,12
449,13
450,12
451,13
452,12
453,21
454,21
455,20
456,13
457,14
458,12
459,13
460,12
461,22
462,13
463,14
464,13
465,13
466,12
467,21
468,21
469,21
470,14
471,13
472,13
473,13
474,14
475,13
476,12
477,11
478,11
479,21
480,12
481,22
482,14
483,11
484,20
485,13
486,14
487,23
488,22
489,12
490,23
491,13
492,11
493,12
494,22
495,12
496,11
497,14
498,12
499,13
500,11
501,14
502,13
503,14
504,12
505,21
506,14
507,13
508,11
509,13
510,11
511,13
512,21
513,20
514,13
515,22
516,12
517,22
518,12
519,12
520,21
521,22
522,13
523,13
524,13
525,13
526,12
527,14
528,12
529,12
530,12
531,12
532,21
533,13
534,15
535,13
536,12
537,13
538,13
539,13
540,22
541,21
542,14
543,13
544,21
545,12
546,20
547,21
548,13
549,12
550,13
551,11
552,12
553,10
554,20
555,23
556,20
557,13
558,13
559,12
560,12
561,13
562,22
563,12
564,12
565,12
566,12
567,24
568,12
569,13
570,21
571,12
572,21
573,11
574,12
575,22
576,14
577,12
578,13
579,13
580,21
581,12
582,20
583,21
584,14
585,13
586,12
587,21
588,13
589,12
590,22
591,22
592,12
593,11
594,13
595,20
596,12
597,25
598,12
599,12
600,13
601,21
602,22
603,21
604,10
605,12
606,14
607,11
608,21
609,12
610,11
611,21
612,13
613,12
614,14
615,11
616,21
617,13
618,12
619,12
620,21
621,12
622,14
623,11
624,11
625,12
626,11
627,10
628,12
629,21
630,11
631,13
632,12
633,14
634,11
635,13
636,13
637,22
638,20
639,12
640,21
641,11
642,12
643,11
644,14
645,12
646,20
647,14
648,11
649,14
650,12
651,13
652,10
653,20
654,12
655,20
656,11
657,12
658,12
659,20
660,10
661,12
662,12
663,21
664,12
665,12
666,22
667,11
668,12
669,20
670,11
671,20
672,12
673,12
674,13
675,13
676,14
677,12
678,11
679,12
680,21
681,13
682,13
683,12
684,12
685,21
686,12
687,13
688,21
689,12
690,12
691,11
692,21
693,20
694,23
695,13
696,13
697,10
698,14
699,14
700,13
701,13
702,13
703,21
704,13
705,13
706,23
707,12
708,13
709,13
710,12
711,20
712,11
713,21
714,12
715,12
716,12
717,12
718,13
719,13
720,11
721,12
722,12
723,12
724,12
725,22
726,14
727,13
728,12
729,12
730,10
731,21
732,13
733,12
734,13
735,11
736,13
737,15
738,12
739,21
740,11
741,10
742,21
743,21
744,14
745,23
746,12
747,22
748,21
749,14
750,13
751,22
752,13
753,23
754,14
755,12
756,13
757,21
758,11
759,13
760,14
761,22
762,21
763,12
764,13
765,12
766,12
767,11
768,11
769,12
770,11
771,20
772,12
773,11
774,13
775,14
776,12
777,11
778,10
779,11
780,12
781,12
782,12
783,20
784,11
785,12
786,21
787,12
788,19
789,11
790,14
791,12
792,12
793,10
794,13
795,13
796,13
797,23
798,14
799,11
800,12
801,13
802,21
803,13
804,21
805,14
806,21
807,22
808,13
809,13
810,11
811,13
812,22
813,13
814,13
815,13
816,12
817,12
818,12
819,14
820,13
821,11
822,12
823,13
824,11
825,12
826,21
827,23
828,12
829,13
830,21
831,11
832,11
833,12
834,11
835,13
836,12
837,14
838,23
839,13
840,12
841,12
842,14
843,21
844,21
845,12
846,23
847,21
848,22
849,22
850,11
851,13
852,11
853,14
854,22
855,12
856,19
857,12
858,13
859,14
860,14
861,20
862,13
863,13
864,12
865,14
866,20
867,12
868,12
869,13
870,11
871,12
872,11
873,12
874,14
875,12
876,20
877,12
878,11
879,20
880,20
881,11
882,21
883,13
884,12
885,12
886,11
887,21
888,14
889,11
890,21
891,13
892,21
893,13
894,12
895,12
896,22
897,13
898,12
899,24
900,16
901,13
902,13
903,14
904,10
905,24
906,15
907,26
908,12
909,14
910,22
911,12
912,22
913,15
914,19
915,12
916,13
917,13
918,11
919,21
920,22
921,23
922,12
923,11
924,12
925,12
926,21
927,20
928,22
929,20
930,11
931,12
932,13
933,12
934,21
935,12
936,13
937,22
938,13
939,13
940,11
941,14
942,12
943,13
944,12
945,12
946,12
947,13
948,10
949,11
950,21
951,13
952,11
953,12
954,21
955,21
956,12
957,12
958,21
959,21
960,22
961,14
962,23
963,13
964,13
965,12
966,21
967,13
968,12
969,21
970,11
971,22
972,21
973,11
974,10
975,14
976,11
977,21
978,23
979,21
980,12
981,12
982,12
983,13
984,13
985,11
986,24
987,14
988,22
989,13
990,12
991,13
992,14
993,13
994,11
995,12
996,12
997,20
998,13
999,12
1000,13
